Name,w,prob,Tags,Server end time,File name,Duration,User Name,lr,num_experiment,img_size,train_data,tags,offline_experiment,debug,Current Step,num_workers
facemixup_online-1_w10_p9,10.0,0.9,"tilapia_p9,facemixup_online,AffectNet",1758732190200,experiment_affectnet_offline.py,10248,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,3999,24
facemixup_online-1_w10_p8,10.0,0.8,"tilapia_p8,facemixup_online,AffectNet",1758732185137,experiment_affectnet_offline.py,41442,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,394,24
facemixup_online-1_w9.5_p9,9.5,0.9,"tilapia_p9,facemixup_online,AffectNet",1758721940010,experiment_affectnet_offline.py,60765,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1_w9.5_p8,9.5,0.8,"tilapia_p8,facemixup_online,AffectNet",1758690740966,experiment_affectnet_offline.py,56692,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,9.0,0.9,"tilapia_p9,facemixup_online,AffectNet",1758661166221,experiment_affectnet_offline.py,60682,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,9.0,0.8,"tilapia_p8,facemixup_online,AffectNet",1758634046264,experiment_affectnet_offline.py,56713,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,8.5,0.9,"tilapia_p9,facemixup_online,AffectNet",1758600481827,experiment_affectnet_offline.py,60693,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,8.5,0.8,"tilapia_p8,facemixup_online,AffectNet",1758577330793,experiment_affectnet_offline.py,56784,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,8.0,0.9,"tilapia_p9,facemixup_online,AffectNet",1758539785939,experiment_affectnet_offline.py,60584,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,8.0,0.8,"tilapia_p8,facemixup_online,AffectNet",1758520544412,experiment_affectnet_offline.py,56715,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,7.5,0.9,"tilapia_p9,facemixup_online,AffectNet",1758479199841,experiment_affectnet_offline.py,60568,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,7.5,0.8,"tilapia_p8,facemixup_online,AffectNet",1758463827643,experiment_affectnet_offline.py,56766,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,7.0,0.9,"tilapia_p9,facemixup_online,AffectNet",1758418629743,experiment_affectnet_offline.py,60586,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1,7.0,0.8,"tilapia_p8,facemixup_online,AffectNet",1758407059147,experiment_affectnet_offline.py,56722,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1_w6.5_p9,6.5,0.9,"tilapia_p9,facemixup_online,AffectNet",1758358041821,experiment_affectnet_offline.py,60829,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1_w6.5_p8,6.5,0.8,"tilapia_p8,facemixup_online,AffectNet",1758350334856,experiment_affectnet_offline.py,57026,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1_w6_p9,6.0,0.9,"tilapia_p9,facemixup_online,AffectNet",1758297210341,experiment_affectnet_offline.py,60717,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p9"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1_w6_p8,6.0,0.8,"tilapia_p8,facemixup_online,AffectNet",1758293306058,experiment_affectnet_offline.py,56826,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia_p8"",""facemixup_online"",""AffectNet""]",false,false,99,24
facemixup_online-1_w10_p6,10.0,0.6,"facemixup_online,AffectNet,tilapia_p6",1758090200859,experiment_affectnet_offline.py,29654,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w9.5_p6,9.5,0.6,"facemixup_online,AffectNet,tilapia_p6",1758060544060,experiment_affectnet_offline.py,43384,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w10_p4,10.0,0.4,"facemixup_online,tilapia_p4,AffectNet",1758050430948,experiment_affectnet_offline.py,45768,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w9_p6,9.0,0.6,"facemixup_online,AffectNet,tilapia_p6",1758017158238,experiment_affectnet_offline.py,62600,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w9.5_p4,9.5,0.4,"facemixup_online,tilapia_p4,AffectNet",1758004660808,experiment_affectnet_offline.py,54260,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w8.5_p6,8.5,0.6,"facemixup_online,AffectNet,tilapia_p6",1757954555398,experiment_affectnet_offline.py,54134,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w9_p4,9.0,0.4,"facemixup_online,tilapia_p4,AffectNet",1757950398192,experiment_affectnet_offline.py,45768,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w8.5_p4,8.5,0.4,"facemixup_online,tilapia_p4,AffectNet",1757904628485,experiment_affectnet_offline.py,45997,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w8_p6,8.0,0.6,"facemixup_online,AffectNet,tilapia_p6",1757900418843,experiment_affectnet_offline.py,54208,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1,8.0,0.4,"facemixup_online,tilapia_p4,AffectNet",1757858628963,experiment_affectnet_offline.py,45729,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w7.5_p6,7.5,0.6,"facemixup_online,AffectNet,tilapia_p6",1757846208098,experiment_affectnet_offline.py,57612,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w7.5_p4,7.5,0.4,"facemixup_online,tilapia_p4,AffectNet",1757812898179,experiment_affectnet_offline.py,49282,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w7_p6,7.0,0.6,"facemixup_online,AffectNet,tilapia_p6",1757788594304,experiment_affectnet_offline.py,57870,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w7_p4,7.0,0.4,"facemixup_online,tilapia_p4,AffectNet",1757763613812,experiment_affectnet_offline.py,49546,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w6.5_p6,6.5,0.6,"facemixup_online,AffectNet,tilapia_p6",1757730722022,experiment_affectnet_offline.py,53982,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w6.5_p4,6.5,0.4,"facemixup_online,tilapia_p4,AffectNet",1757714065695,experiment_affectnet_offline.py,45661,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w6_p6,6.0,0.6,"facemixup_online,AffectNet,tilapia_p6",1757676737938,experiment_affectnet_offline.py,54020,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""AffectNet"",""tilapia_p6""]",false,false,99,24
facemixup_online-1_w6_p4,6.0,0.4,"facemixup_online,tilapia_p4,AffectNet",1757668401883,experiment_affectnet_offline.py,45693,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""facemixup_online"",""tilapia_p4"",""AffectNet""]",false,false,99,24
facemixup_online-1_w10_p2,10.0,,"tilapia,facemixup_online,AffectNet",1757197370758,experiment_affectnet_offline.py,19298,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w9.5_p2,9.5,,"tilapia,facemixup_online,AffectNet",1757178069235,experiment_affectnet_offline.py,19277,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w9,9.0,,"tilapia,facemixup_online,AffectNet",1757158790319,experiment_affectnet_offline.py,19248,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w8.5,8.5,,"tilapia,facemixup_online,AffectNet",1757139539029,experiment_affectnet_offline.py,19234,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w8,8.0,,"tilapia,facemixup_online,AffectNet",1757120301385,experiment_affectnet_offline.py,19203,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w7.5_p2,7.5,,"tilapia,facemixup_online,AffectNet",1757101095943,experiment_affectnet_offline.py,19219,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w7_p2,7.0,,"tilapia,facemixup_online,AffectNet",1757081874387,experiment_affectnet_offline.py,19258,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w6.5_p2,6.5,,"tilapia,facemixup_online,AffectNet",1757062614302,experiment_affectnet_offline.py,19181,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48
facemixup_online-1_w6_p2,6.0,,"tilapia,facemixup_online,AffectNet",1757043430703,experiment_affectnet_offline.py,19095,mateusmsouza,0.001,1,112,/datasets/mateus/AffectNet/fer_train_set_112_112/images/*.jpg,"[""tilapia"",""facemixup_online"",""AffectNet""]",false,false,99,48